,date,ticker
123,2021-06-28,['AMS_1' 'SGRE' 'CIE' 'MRL' 'PHM' 'SLR' 'ACS' 'IAG' 'TEF' 'FDR' 'BKT']
124,2021-06-29,"['FDR' 'ACX_2' 'AMS_1' 'SLR' 'ELE_1' 'TEF' 'BKT' 'PHM' 'CIE' 'SGRE' 'MRL'
 'IAG' 'ACS']"
125,2021-06-30,"['ACS' 'BKT' 'SAN_1' 'ACX_2' 'CIE' 'ITX' 'AMS_1' 'SGRE' 'FDR' 'PHM' 'MRL'
 'IAG' 'TEF']"
126,2021-07-01,"['MEL' 'ACS' 'IAG' 'AMS_1' 'MRL' 'CABK' 'SGRE' 'BKT' 'ACX_2' 'TEF' 'ITX'
 'CIE' 'SAN_1' 'FDR']"
127,2021-07-02,"['ACX_2' 'MRL' 'IDR' 'AMS_1' 'ITX' 'BKT' 'CIE' 'SAN_1' 'FDR' 'ACS' 'IAG'
 'PHM' 'TEF' 'SGRE']"
128,2021-07-05,"['CIE' 'AMS_1' 'MEL' 'SAN_1' 'FDR' 'ACX_2' 'IAG' 'ACS' 'SGRE' 'ITX' 'BKT'
 'PHM' 'TEF' 'CABK' 'MRL']"
129,2021-07-06,"['TEF' 'SGRE' 'PHM' 'IAG' 'ITX' 'SLR' 'CIE' 'ACS' 'BKT' 'AMS_1' 'MRL'
 'FDR']"
130,2021-07-07,"['SGRE' 'PHM' 'BKT' 'ACX_2' 'ITX' 'FDR' 'MRL' 'IAG' 'CIE' 'SLR' 'MEL'
 'TEF' 'ACS' 'AMS_1']"
131,2021-07-08,"['IBE' 'CIE' 'ITX' 'SGRE' 'ACS' 'BKT' 'IAG' 'IDR' 'MRL' 'AMS_1' 'SLR'
 'TEF' 'PHM' 'FDR']"
132,2021-07-09,"['AMS_1' 'TEF' 'MRL' 'CIE' 'ACX_2' 'SGRE' 'SLR' 'PHM' 'IDR' 'BKT' 'IBE'
 'FDR' 'ITX' 'IAG']"
133,2021-07-12,"['ITX' 'ACS' 'IDR' 'BKT' 'FDR' 'PHM' 'IAG' 'SGRE' 'MRL' 'SLR' 'CIE'
 'AMS_1' 'TEF' 'ACX_2']"
134,2021-07-13,"['ACX_2' 'BKT' 'CIE' 'SLR' 'SGRE' 'PHM' 'TEF' 'IDR' 'MRL' 'FDR' 'IAG'
 'ITX']"
135,2021-07-14,"['FDR' 'PHM' 'SGRE' 'IDR' 'ACX_2' 'SLR' 'BKT' 'MRL' 'TEF' 'ITX' 'CIE'
 'IAG']"
136,2021-07-15,['CIE' 'IDR' 'TEF' 'ACX_2' 'IAG' 'BKT' 'MRL' 'SGRE' 'FDR' 'SLR' 'PHM']
137,2021-07-16,"['BKT' 'SLR' 'PHM' 'IDR' 'CABK' 'TEF' 'AMS_1' 'FDR' 'IAG' 'CIE' 'MRL'
 'SGRE' 'ACX_2']"
138,2021-07-19,['PHM' 'SLR' 'SGRE' 'CIE' 'FDR' 'FER' 'BKT' 'TEF']
139,2021-07-20,['PHM' 'TEF' 'BKT' 'SGRE' 'FER' 'COL_1' 'SLR' 'CIE' 'FDR']
140,2021-07-21,['PHM' 'FER' 'FDR' 'TEF' 'SLR' 'CIE' 'ACX_2' 'SGRE' 'BKT']
141,2021-07-22,['CIE' 'SLR' 'ACX_2' 'TEF' 'PHM' 'MRL' 'FDR' 'FER' 'BKT' 'SGRE']
142,2021-07-23,['SGRE' 'PHM' 'ACX_2' 'CIE' 'MRL' 'BKT' 'FER' 'SLR' 'FDR' 'TEF']
143,2021-07-26,['MRL' 'CIE' 'SLR' 'FER' 'FDR' 'PHM' 'SGRE' 'TEF' 'BKT']
144,2021-07-27,['TEF' 'SGRE' 'CIE' 'FER' 'MRL' 'BKT' 'FDR' 'SLR']
145,2021-07-28,['TEF' 'SGRE' 'BKT' 'FDR' 'PHM' 'MRL']
146,2021-07-29,['TEF' 'BKT' 'PHM' 'FDR' 'SLR' 'SGRE' 'IAG' 'MRL']
147,2021-07-30,['SGRE' 'MRL' 'BKT' 'TEF']
148,2021-08-02,['MRL' 'BKT' 'SGRE' 'TEF' 'SLR' 'MEL' 'PHM' 'FDR']
149,2021-08-03,['SGRE' 'ACS' 'FDR' 'BKT' 'TEF' 'MRL']
150,2021-08-04,['SLR' 'FDR' 'BKT' 'CABK' 'SGRE' 'ACS' 'PHM']
151,2021-08-05,['ACS' 'FDR' 'SGRE' 'BKT' 'SLR']
152,2021-08-06,['ACS' 'SGRE' 'SLR' 'BKT']
153,2021-08-09,['MEL' 'SGRE' 'SLR' 'ITX' 'BKT' 'CABK' 'ACS' 'FDR' 'IDR' 'AENA']
154,2021-08-10,['ACS' 'ITX' 'FDR' 'IDR' 'AENA' 'BKT' 'MEL']
155,2021-08-11,['PHM' 'FDR' 'IDR' 'SGRE' 'CABK' 'IAG' 'MEL' 'SLR']
156,2021-08-12,['MEL' 'IDR' 'SLR' 'SGRE' 'FDR' 'PHM']
157,2021-08-13,['FDR' 'CABK' 'PHM' 'SLR' 'SGRE' 'MEL' 'IDR']
158,2021-08-16,['FDR' 'SLR' 'CABK' 'PHM' 'ACS' 'MEL' 'IDR' 'SGRE' 'AENA' 'ITX' 'BKT']
159,2021-08-17,['CABK' 'ITX' 'PHM' 'BKT' 'ACS' 'IDR' 'FDR']
160,2021-08-18,['FDR' 'IDR' 'ITX' 'SLR' 'MEL' 'CABK' 'PHM']
161,2021-08-19,['PHM' 'FDR' 'IDR' 'ITX' 'MEL' 'CABK' 'AENA']
162,2021-08-20,['SGRE' 'CABK' 'FDR' 'IDR' 'ITX']
163,2021-08-23,['ITX' 'CABK' 'SGRE' 'IDR' 'FDR']
164,2021-08-24,['CABK' 'FDR' 'BKT' 'PHM' 'SGRE' 'ITX' 'MEL' 'IDR' 'MAP_2']
165,2021-08-25,['ITX' 'PHM' 'FDR' 'IDR' 'MEL' 'CABK' 'BKT' 'MAP_2']
166,2021-08-26,"['MRL' 'ACS' 'MEL' 'IDR' 'MAP_2' 'PHM' 'BKT' 'FDR' 'SLR' 'CABK' 'ITX'
 'FER']"
167,2021-08-27,"['MRL' 'FDR' 'MAP_2' 'ITX' 'SLR' 'CABK' 'MEL' 'FER' 'PHM' 'ACS' 'BKT'
 'IDR']"
168,2021-08-30,['MEL' 'ACX_2' 'SLR' 'FDR' 'REP' 'ITX' 'PHM' 'BKT' 'CABK' 'IAG']
169,2021-08-31,['REP' 'SLR' 'IAG' 'CABK' 'PHM' 'BKT' 'FDR' 'MEL' 'ITX' 'ACX_2']
170,2021-09-01,['FDR' 'ACX_2' 'ITX' 'REP' 'IAG' 'BKT' 'SLR' 'PHM' 'MEL' 'CABK']
171,2021-09-02,['ITX' 'PHM' 'CABK' 'IAG' 'BKT' 'ACX_2' 'SLR' 'REP' 'MEL' 'FDR']
172,2021-09-03,"['FER' 'PHM' 'COL_1' 'MEL' 'ACX_2' 'ACS' 'FDR' 'CABK' 'MRL' 'BKT' 'ITX'
 'REP' 'SLR']"
173,2021-09-06,"['CABK' 'MRL' 'BKT' 'IDR' 'COL_1' 'ACS' 'MEL' 'PHM' 'SLR' 'ACX_2' 'REP'
 'FER' 'ITX']"
174,2021-09-07,"['REP' 'MRL' 'CABK' 'ACX_2' 'FER' 'ITX' 'SLR' 'COL_1' 'ACS' 'FDR' 'MEL'
 'BKT']"
175,2021-09-08,"['SLR' 'ACX_2' 'COL_1' 'CABK' 'FER' 'BKT' 'MRL' 'MEL' 'ACS' 'CIE' 'SGRE'
 'FDR' 'REP' 'ITX']"
176,2021-09-09,"['CABK' 'COL_1' 'FDR' 'SLR' 'ITX' 'ACS' 'MEL' 'CIE' 'ACX_2' 'BKT' 'REP'
 'MRL' 'SGRE' 'FER']"
177,2021-09-10,"['SGRE' 'ACS' 'MRL' 'FDR' 'COL_1' 'IAG' 'CABK' 'ITX' 'CIE' 'ACX_2' 'FER'
 'MEL' 'BKT' 'SLR']"
178,2021-09-13,"['AMS_1' 'ACS' 'CABK' 'MRL' 'SLR' 'BKT' 'FDR' 'IAG' 'CIE' 'ACX_2' 'ITX'
 'REP' 'FER' 'COL_1' 'SGRE' 'MEL']"
179,2021-09-14,"['SGRE' 'FER' 'SLR' 'ITX' 'MEL' 'ACX_2' 'IBE' 'ACS' 'CABK' 'MRL' 'FDR'
 'CIE' 'IAG' 'AMS_1' 'BKT' 'COL_1']"
180,2021-09-15,"['COL_1' 'ACX_2' 'ITX' 'CIE' 'FER' 'IBE' 'MTS' 'MRL' 'CABK' 'MEL' 'BKT'
 'ACS' 'FDR']"
181,2021-09-16,"['FDR' 'BKT' 'ANA_2' 'ACS' 'AMS_1' 'IBE' 'CIE' 'IDR' 'FER' 'ITX' 'CABK'
 'COL_1' 'ACX_2' 'MEL' 'MRL']"
182,2021-09-17,"['IBE' 'CABK' 'FER' 'ACX_2' 'BKT' 'IAG' 'COL_1' 'IDR' 'MRL' 'CIE' 'ACS'
 'MEL' 'SLR' 'ANA_2' 'ITX' 'AMS_1' 'FDR']"
183,2021-09-20,"['FER' 'BKT' 'ANA_2' 'IAG' 'IBE' 'ACS' 'COL_1' 'ITX' 'IDR' 'AMS_1' 'MEL'
 'MRL' 'MAP_2' 'ACX_2' 'FDR' 'CIE']"
184,2021-09-21,"['CIE' 'AMS_1' 'ACX_2' 'ITX' 'FDR' 'FER' 'ACS' 'IBE' 'CABK' 'IDR' 'MEL'
 'IAG' 'COL_1' 'BKT' 'ANA_2' 'MAP_2' 'MRL']"
185,2021-09-22,"['MAP_2' 'BKT' 'IAG' 'CABK' 'COL_1' 'ITX' 'ACX_2' 'FER' 'ACS' 'IDR'
 'AMS_1' 'FDR' 'CIE' 'ANA_2' 'MEL' 'IBE' 'MRL']"
186,2021-09-23,"['ITX' 'IBE' 'ANA_2' 'IAG' 'CABK' 'MEL' 'BKT' 'MAP_2' 'AMS_1' 'ACX_2'
 'FER' 'IDR' 'FDR' 'ACS' 'COL_1' 'MRL' 'CIE']"
187,2021-09-24,"['MAP_2' 'AMS_1' 'ACX_2' 'IBE' 'ITX' 'CIE' 'BKT' 'ANA_2' 'FDR' 'IDR' 'ACS'
 'MEL' 'MRL' 'FER' 'IAG' 'COL_1']"
188,2021-09-27,"['ITX' 'SLR' 'IBE' 'IDR' 'ACS' 'IAG' 'CABK' 'ANA_2' 'MRL' 'FER' 'AMS_1'
 'ACX_2' 'CIE' 'MEL' 'BKT' 'FDR' 'COL_1']"
189,2021-09-28,"['CIE' 'AMS_1' 'MAP_2' 'ITX' 'CABK' 'IAG' 'ACX_2' 'IDR' 'ANA_2' 'FER'
 'ACS' 'MEL' 'COL_1' 'IBE' 'BKT']"
190,2021-09-29,"['CABK' 'CIE' 'BKT' 'COL_1' 'FER' 'IBE' 'ITX' 'MAP_2' 'AMS_1' 'ANA_2'
 'ACX_2' 'ACS' 'MRL' 'IAG' 'IDR' 'MEL']"
191,2021-09-30,"['FER' 'COL_1' 'AMS_1' 'BKT' 'MAP_2' 'IBE' 'MEL' 'CABK' 'ACS' 'CIE' 'ITX'
 'ACX_2' 'IDR' 'IAG' 'ANA_2']"
192,2021-10-01,"['BKT' 'CABK' 'CIE' 'IAG' 'IDR' 'COL_1' 'IBE' 'AMS_1' 'ITX' 'MRL' 'FER'
 'ACS' 'MAP_2' 'MEL' 'ACX_2' 'ANA_2']"
193,2021-10-04,['ACS' 'IAG' 'CIE' 'MAP_2' 'MEL' 'ITX' 'FER' 'BKT' 'IBE' 'AMS_1' 'ACX_2']
194,2021-10-05,"['ANA_2' 'IBE' 'MRL' 'COL_1' 'CIE' 'CABK' 'BKT' 'ITX' 'IAG' 'MEL' 'MAP_2'
 'FER' 'ACS' 'ACX_2' 'IDR' 'AMS_1']"
195,2021-10-06,"['BKT' 'COL_1' 'ACX_2' 'AMS_1' 'IBE' 'MAP_2' 'ITX' 'CLNX' 'CIE' 'FER'
 'IAG' 'ACS' 'MEL']"
196,2021-10-07,"['ELE_1' 'ANA_2' 'CIE' 'IAG' 'CABK' 'ACS' 'CLNX' 'MRL' 'AMS_1' 'ACX_2'
 'IBE' 'FER' 'COL_1' 'MEL' 'BKT' 'ITX' 'MAP_2']"
197,2021-10-08,"['CIE' 'ELE_1' 'ITX' 'FER' 'IAG' 'AMS_1' 'MRL' 'MAP_2' 'ACS' 'IBE' 'MEL'
 'CLNX' 'BKT' 'ACX_2' 'ANA_2' 'CABK' 'COL_1']"
198,2021-10-11,"['MEL' 'ACX_2' 'COL_1' 'BKT' 'AMS_1' 'IAG' 'FER' 'CIE' 'IBE' 'ITX' 'MAP_2'
 'ACS' 'CLNX' 'ANA_2']"
199,2021-10-12,"['IBE' 'ANA_2' 'ACS' 'MAP_2' 'CIE' 'IAG' 'ITX' 'COL_1' 'CABK' 'MRL' 'MEL'
 'FER' 'ACX_2' 'AMS_1' 'BKT']"
200,2021-10-13,"['MAP_2' 'MEL' 'ACS' 'IAG' 'FER' 'BKT' 'IBE' 'MRL' 'ANA_2' 'COL_1' 'AMS_1'
 'ACX_2' 'CIE' 'ITX']"
201,2021-10-14,"['ACS' 'ACX_2' 'CIE' 'IBE' 'ANA_2' 'AMS_1' 'IAG' 'MAP_2' 'COL_1' 'FER'
 'BKT' 'MEL' 'ITX']"
202,2021-10-15,"['BKT' 'IBE' 'ACX_2' 'ANA_2' 'ITX' 'MAP_2' 'COL_1' 'ACS' 'IDR' 'MRL' 'CIE'
 'FER' 'AMS_1' 'IAG' 'MEL']"
203,2021-10-18,"['ACX_2' 'ACS' 'IAG' 'IDR' 'FER' 'BKT' 'ANA_2' 'MRL' 'ITX' 'MEL' 'CIE'
 'IBE' 'COL_1' 'MAP_2' 'AMS_1']"
204,2021-10-19,"['MAP_2' 'FER' 'MEL' 'ITX' 'ACS' 'IDR' 'IAG' 'BKT' 'COL_1' 'ANA_2' 'AMS_1'
 'MRL' 'CIE' 'IBE' 'ACX_2']"
205,2021-10-20,"['ACS' 'MEL' 'MRL' 'IBE' 'AMS_1' 'COL_1' 'ANA_2' 'CIE' 'FER' 'IDR' 'AENA'
 'ITX' 'TEF' 'MAP_2' 'ACX_2' 'BKT' 'IAG']"
206,2021-10-21,"['COL_1' 'ACS' 'MEL' 'MAP_2' 'ANA_2' 'IBE' 'AMS_1' 'AENA' 'ACX_2' 'ITX'
 'FER' 'IDR' 'MRL' 'CIE' 'IAG']"
207,2021-10-22,"['MAP_2' 'MEL' 'AMS_1' 'IBE' 'ITX' 'ACX_2' 'AENA' 'FER' 'IAG' 'SGRE' 'CIE'
 'SLR' 'MRL' 'COL_1' 'ACS' 'ANA_2']"
208,2021-10-25,"['COL_1' 'CIE' 'IDR' 'ACX_2' 'ACS' 'MEL' 'AMS_1' 'AENA' 'ANA_2' 'IAG'
 'IBE' 'FER' 'MRL' 'MAP_2' 'ITX']"
209,2021-10-26,"['IDR' 'ACX_2' 'IAG' 'MEL' 'AENA' 'ACS' 'MAP_2' 'FER' 'IBE' 'ITX' 'PHM'
 'MRL' 'COL_1' 'ELE_1' 'ANA_2' 'CIE' 'AMS_1']"
210,2021-10-27,"['COL_1' 'SLR' 'AMS_1' 'MRL' 'IAG' 'IBE' 'MEL' 'CIE' 'ANA_2' 'FDR' 'MAP_2'
 'FER' 'ACS' 'AENA' 'ACX_2' 'ITX' 'TEF']"
211,2021-10-28,"['ACX_2' 'MRL' 'CIE' 'SLR' 'IBE' 'IDR' 'CABK' 'SGRE' 'TEF' 'COL_1' 'MAP_2'
 'MEL' 'FER' 'ITX' 'ACS' 'IAG' 'AENA' 'AMS_1']"
212,2021-10-29,"['MEL' 'AENA' 'AMS_1' 'ACS' 'IBE' 'IDR' 'MRL' 'COL_1' 'IAG' 'FER' 'CIE'
 'MAP_2' 'TEF' 'ACX_2' 'SGRE']"
213,2021-11-01,"['AENA' 'ITX' 'ACS' 'MEL' 'MAP_2' 'COL_1' 'MRL' 'CABK' 'SLR' 'SGRE' 'IAG'
 'FER' 'AMS_1']"
214,2021-11-02,"['SGRE' 'ITX' 'CABK' 'FER' 'ACX_2' 'IAG' 'REP' 'IDR' 'COL_1' 'SLR' 'MEL'
 'MAP_2' 'AMS_1' 'AENA' 'MRL' 'ACS']"
215,2021-11-03,"['ITX' 'ACS' 'MRL' 'MEL' 'AMS_1' 'ACX_2' 'AENA' 'IAG' 'COL_1' 'MAP_2'
 'FER' 'REP' 'CABK']"
216,2021-11-04,"['ACS' 'IDR' 'ACX_2' 'AENA' 'MEL' 'FER' 'REP' 'COL_1' 'MRL' 'IAG' 'AMS_1'
 'MAP_2']"
217,2021-11-05,"['REP' 'FER' 'MEL' 'MAP_2' 'PHM' 'CABK' 'ACX_2' 'IAG' 'AMS_1' 'ITX' 'ACS'
 'AENA']"
218,2021-11-08,['MEL' 'MAP_2' 'AMS_1' 'AENA' 'ACS' 'REP' 'IDR' 'FER' 'PHM' 'ACX_2' 'IAG']
219,2021-11-09,"['MEL' 'AMS_1' 'IAG' 'FER' 'PHM' 'SGRE' 'ACX_2' 'SLR' 'CABK' 'AENA' 'ITX'
 'ACS' 'FDR']"
220,2021-11-10,"['AENA' 'FER' 'ACS' 'FDR' 'PHM' 'ITX' 'TEF' 'SGRE' 'MEL' 'ACX_2' 'IAG'
 'AMS_1']"
221,2021-11-11,"['SLR' 'TEF' 'MEL' 'ACX_2' 'AMS_1' 'ACS' 'PHM' 'FDR' 'ITX' 'IAG' 'FER'
 'AENA']"
222,2021-11-12,"['FER' 'PHM' 'SGRE' 'MEL' 'ACS' 'ACX_2' 'ITX' 'TEF' 'FDR' 'SLR' 'AENA'
 'IAG' 'AMS_1']"
223,2021-11-15,"['ACS' 'ACX_2' 'ITX' 'AMS_1' 'SLR' 'TEF' 'AENA' 'FDR' 'PHM' 'FER' 'MEL'
 'IAG' 'SGRE' 'CABK']"
224,2021-11-16,"['TEF' 'AENA' 'AMS_1' 'FER' 'FDR' 'MEL' 'ALM' 'SGRE' 'SLR' 'ACS' 'IAG'
 'ACX_2' 'PHM' 'ITX']"
225,2021-11-17,"['IAG' 'ITX' 'SLR' 'ACS' 'CABK' 'TEF' 'ALM' 'FER' 'MEL' 'AMS_1' 'ACX_2'
 'FDR' 'AENA' 'SGRE' 'PHM']"
226,2021-11-18,"['IAG' 'FDR' 'ACS' 'FER' 'AENA' 'ALM' 'SGRE' 'SLR' 'TEF' 'ACX_2' 'PHM'
 'ITX' 'AMS_1' 'MEL']"
227,2021-11-19,"['COL_1' 'ALM' 'PHM' 'ACX_2' 'SGRE' 'AMS_1' 'ITX' 'FER' 'FDR' 'SLR' 'MEL'
 'MAP_2' 'ACS']"
228,2021-11-22,"['ITX' 'SLR' 'ACX_2' 'AENA' 'ALM' 'FER' 'PHM' 'SGRE' 'MEL' 'COL_1' 'AMS_1'
 'ACS' 'TEF' 'FDR']"
229,2021-11-23,"['FDR' 'ALM' 'SGRE' 'FER' 'ITX' 'ACX_2' 'TEF' 'ACS' 'PHM' 'AMS_1' 'SLR'
 'COL_1' 'MEL']"
230,2021-11-24,"['ALM' 'COL_1' 'FDR' 'AMS_1' 'SLR' 'ACX_2' 'TEF' 'SGRE' 'IAG' 'AENA' 'MEL'
 'ITX' 'FER' 'PHM' 'ACS']"
231,2021-11-25,"['AMS_1' 'SLR' 'FER' 'IAG' 'FDR' 'PHM' 'ACS' 'CABK' 'TEF' 'COL_1' 'ACX_2'
 'ALM' 'ITX' 'AENA' 'MEL']"
232,2021-11-26,['COL_1' 'MRL' 'FDR' 'MAP_2' 'CIE' 'PHM' 'GRF' 'SLR']
233,2021-11-29,['PHM' 'COL_1' 'MEL' 'ITX' 'ACX_2' 'GRF' 'MRL' 'FDR' 'SLR' 'MAP_2' 'CIE']
234,2021-11-30,['FDR' 'MAP_2' 'SLR' 'CIE' 'COL_1' 'PHM' 'MRL']
235,2021-12-01,['FDR' 'MRL' 'PHM' 'COL_1' 'MAP_2' 'MEL' 'SLR' 'CIE']
236,2021-12-02,['MAP_2' 'CIE' 'MRL' 'IBE' 'ELE_1' 'PHM' 'COL_1' 'MEL' 'FDR']
237,2021-12-03,['COL_1' 'PHM' 'MRL' 'FDR' 'ELE_1' 'CIE' 'IBE' 'MAP_2']
238,2021-12-06,['BKT' 'PHM' 'MEL' 'COL_1' 'MRL' 'FDR' 'MAP_2']
239,2021-12-07,['MAP_2' 'ACX_2' 'MRL' 'PHM' 'BKT' 'FDR' 'COL_1' 'GRF' 'MEL']
240,2021-12-08,['MAP_2' 'FDR' 'BKT' 'MEL' 'MRL' 'PHM' 'ACX_2' 'AMS_1' 'COL_1']
241,2021-12-09,['FDR' 'COL_1' 'MRL' 'ACX_2' 'MAP_2' 'MEL' 'BKT' 'PHM']
242,2021-12-10,['COL_1' 'MRL' 'BKT' 'ACX_2' 'FDR' 'MEL' 'SGRE' 'PHM' 'MAP_2']
243,2021-12-13,['MEL' 'CIE' 'PHM' 'FDR' 'IDR' 'COL_1' 'SGRE' 'MRL']
244,2021-12-14,['FDR' 'MEL' 'ELE_1' 'PHM' 'CIE' 'ACX_2' 'IDR' 'COL_1' 'SGRE' 'ALM' 'MRL']
245,2021-12-15,"['ELE_1' 'COL_1' 'ACX_2' 'MRL' 'MAP_2' 'SGRE' 'FDR' 'CIE' 'MEL' 'ALM'
 'SLR' 'PHM']"
246,2021-12-16,"['PHM' 'CIE' 'MAP_2' 'ELE_1' 'GRF' 'COL_1' 'BKT' 'SLR' 'ALM' 'SGRE' 'FDR'
 'MRL' 'MEL' 'ACX_2']"
247,2021-12-17,"['MAP_2' 'ELE_1' 'SLR' 'FDR' 'COL_1' 'PHM' 'MRL' 'SGRE' 'GRF' 'ALM' 'CIE'
 'ACX_2']"
248,2021-12-20,['CLNX' 'COL_1' 'CIE' 'ELE_1' 'SGRE' 'FDR' 'ACX_2' 'ALM' 'SLR' 'MRL' 'PHM']
249,2021-12-21,"['CLNX' 'ELE_1' 'SGRE' 'CIE' 'FDR' 'PHM' 'MRL' 'ACX_2' 'MAP_2' 'ALM'
 'COL_1' 'SLR']"
250,2021-12-22,['CLNX' 'CIE' 'ELE_1' 'PHM' 'ALM' 'ACX_2' 'MRL' 'FDR' 'SGRE' 'SLR' 'COL_1']
251,2021-12-23,"['ELE_1' 'CIE' 'ALM' 'ACX_2' 'MRL' 'PHM' 'CLNX' 'SGRE' 'FDR' 'SLR' 'COL_1'
 'MAP_2']"
